id,nama_rumah,lokasi,luas_tanah,jumlah_kamar,jumlah_lantai,tahun_bangun,harga,material_digunakan,material_utama
1590,Rumah_1590,Kota Bandung,68,6,2,2025,555390443,Genteng Beton:2251pcs; Genteng Metal:3071m2; Kaca:1908m2,Kaca
1591,Rumah_1591,Kota Depok,202,2,2,2001,1625230912,Keramik Kamar Mandi:3949m2; Hollow Galvanis 4x4:4023btg; Kaca:706m2; Besi Beton 13mm:3963kg; Bata Ringan Walbric:4714pcs,Pasir
1592,Rumah_1592,Kabupaten Pangandaran,323,4,2,2000,1026923834,Pasir:4019m3; Atap Baja Ringan:1758m2; Pipa PVC Wavin 2 1/2:294btg; Bata Ringan Walbric:4498pcs; Waterproofing Coating:4306kg,Triplek Meranti Campur
1593,Rumah_1593,Kabupaten Sukabumi,67,2,3,2000,873387260,Bata Ringan Walbric:1777pcs; Stop Kran Kuningan:758pcs; Cat Eksterior Jotun:918kg; Keramik 60x60 Polished:253m2; Saklar + Stop Kontak Panasonic:2457set; Bata Ringan JUMA:1622pcs,Semen Mortar MU-380
1594,Rumah_1594,Kabupaten Majalengka,130,6,1,2016,1381265741,Multipleks 18mm:4910lbr; Genteng Metal:1777m2; Genteng Beton:527pcs; Triplek Meranti Campur:3209lbr; Pipa PPR 1/2 inci:3433btg,Keramik Kamar Mandi
1595,Rumah_1595,Kabupaten Tasikmalaya,211,2,2,2007,1759896693,Batu Split:1609m3; Plafon Gypsum:939m2; Waterproofing Coating:3101kg; Atap Baja Ringan:2507m2,Cat Eksterior Jotun
1596,Rumah_1596,Kota Cirebon,350,3,1,1997,189233420,Keramik Kamar Mandi:3706m2; Bata Ringan Walbric:3842pcs; Aluminium Kusen:1170m; Hollow Galvanis 4x4:430btg,Pipa PPR 1/2 inci
1597,Rumah_1597,Kabupaten Sumedang,120,4,3,2025,783260783,Kabel NYM 2x1.5:2798m; Pipa PVC Wavin 3:4440btg; Pintu Kayu Solid:4976pcs,Kabel NYY 4x10
1598,Rumah_1598,Kabupaten Purwakarta,229,4,2,2016,319394087,Granite Tile:3494m2; Waterproofing Coating:4200kg; Kabel NYM 2x1.5:1581m; Kawat Bendrat:3188kg; Keramik Asia Tile:1216m2; Pipa PVC Wavin 2 1/2:2755btg,Multipleks 18mm
1599,Rumah_1599,Kabupaten Bandung,292,5,1,2009,1750297114,Batu Split:3275m3; Pasir:3067m3; Cat Dinding Dulux:4638kg,Waterproofing Coating
1600,Rumah_1600,Kota Bekasi,329,2,2,2025,350373173,Batu Bata Merah:1855pcs; Cat Eksterior Jotun:3083kg; Pipa PVC Wavin 2 1/2:4304btg; Besi Beton 19mm:4840kg; Bata Ringan JUMA:2507pcs; Keramik Asia Tile:2310m2,Besi Beton 16mm
1601,Rumah_1601,Bandung Barat,212,3,2,2022,110862307,Keramik Kamar Mandi:1392m2; Kawat Bendrat:3292kg; Genteng Beton:1710pcs,Bata Ringan JUMA
1602,Rumah_1602,Kota Bogor,229,3,1,2009,874862470,Hollow Galvanis 4x4:730btg; Genteng Beton:2351pcs; Kabel NYM 2x1.5:2306m,Kayu
1603,Rumah_1603,Kabupaten Ciamis,152,1,2,2017,1233847709,Triplek Meranti Campur:3491lbr; Waterproofing Coating:2015kg; Kawat Bendrat:571kg; Genteng Metal:2054m2; Besi Beton 19mm:4010kg,Keramik Asia Tile
1604,Rumah_1604,Kabupaten Cianjur,270,1,1,2000,133853629,Granite Tile:4207m2; Bata Ringan JUMA:1095pcs; Semen Mortar MU-380:333sak,Cat Dinding Nobrand
1605,Rumah_1605,Kabupaten Cirebon,77,6,1,2016,1525743019,Keramik 60x60 Polished:713m2; Genteng Metal:4928m2; Besi Beton 13mm:562kg,Granite Tile
1606,Rumah_1606,Kabupaten Garut,308,3,3,1996,543980044,Besi Beton 16mm:4898kg; Genteng Metal:786m2; Keramik Kamar Mandi:4924m2; Pasir:4468m3; Aluminium Kusen:4722m; Cat Dinding Dulux:2178kg,Hollow Galvanis 4x4
1607,Rumah_1607,Kabupaten Subang,75,2,1,2012,1056275542,Kawat Bendrat:4061kg; Besi Beton 16mm:3698kg; Cat Dinding Dulux:927kg; Kabel NYM 2x1.5:4142m,Keramik 60x60 Polished
1608,Rumah_1608,Kabupaten Bandung Barat,46,4,2,2023,833971153,Cat Dinding Dulux:3857kg; Genteng Beton:2940pcs; Batu Alam Andesit:772m2; Bata Ringan Walbric:4832pcs; Batu Split:3975m3,Plafon Gypsum
1609,Rumah_1609,Kabupaten Bekasi,291,2,1,2006,390073027,Stop Kran Kuningan:4009pcs; Batu Alam Andesit:4955m2; Genteng Metal:1185m2,Genteng Metal
1610,Rumah_1610,Bandung Timur,103,4,2,2009,585484519,Plafon GRC:521m2; Kayu:1406kg; Cat Eksterior Jotun:574kg; Atap Baja Ringan:1212m2; Kabel NYY 4x10:862m; Keramik Kamar Mandi:2001m2,Kabel NYM 2x1.5
1611,Rumah_1611,Kabupaten Bogor,302,4,2,2018,612712244,Besi WF 150:4517btg; Pintu Kayu Solid:4220pcs; Besi Beton 13mm:897kg; Aluminium Kusen:2518m; Keramik Kamar Mandi:3501m2; Waterproofing Coating:1387kg,Batu Alam Andesit
1612,Rumah_1612,Kota Banjar,336,3,1,2025,714074235,Genteng Beton:1042pcs; Besi Beton 13mm:4072kg; Pasir:3286m3; Pipa PVC Wavin 2 1/2:2833btg,Pintu Kayu Solid
1613,Rumah_1613,Kota Sukabumi,144,6,3,2011,337277788,Plafon GRC:4576m2; Semen:2170sak; Batu Split:2950m3; Besi Beton 13mm:652kg; Semen Mortar MU-380:3891sak,Besi Beton 13mm
1614,Rumah_1614,Kabupaten Kuningan,305,3,2,1999,1126156882,Genteng Metal:1937m2; Pasir:176m3; Besi Beton 13mm:2314kg; Cat Eksterior Jotun:2698kg,Bata Ringan Walbric
1615,Rumah_1615,Kota Tasikmalaya,90,3,3,2008,935238536,Plafon Gypsum:4822m2; Besi Beton 19mm:3087kg; Kabel NYY 4x10:291m; Multipleks 18mm:467lbr; Stop Kran Kuningan:1684pcs,Atap Baja Ringan
1616,Rumah_1616,Kabupaten Indramayu,50,5,1,2011,1795762811,Besi Beton 16mm:3144kg; Semen Mortar MU-380:2447sak; Stop Kran Kuningan:3429pcs; Pintu Kayu Solid:3683pcs; Genteng Beton:1768pcs; Keramik Asia Tile:4108m2,Pipa PVC Wavin 3
1617,Rumah_1617,Kota Cimahi,214,1,3,2025,364521493,Cat Dinding Dulux:3833kg; Pipa PVC Wavin 3:2400btg; Cat Eksterior Jotun:4390kg,Cat Dinding Dulux
1618,Rumah_1618,Kabupaten Karawang,273,3,1,2013,464044722,Semen:2556sak; Semen Mortar MU-380:3739sak; Genteng Metal:4629m2; Granite Tile:324m2; Besi Beton 19mm:4066kg; Plafon GRC:4142m2,Semen
1619,Rumah_1619,Kota Bandung,39,2,1,2016,791947180,Genteng Beton:620pcs; Keramik Kamar Mandi:4832m2; Cat Dinding Dulux:2139kg; Kabel NYM 2x1.5:3683m; Pipa PVC Wavin 2 1/2:1770btg; Aluminium Kusen:435m,Besi WF 150
1620,Rumah_1620,Kota Depok,67,2,2,2015,799925978,Kayu:3322kg; Batu Split:3824m3; Batu Bata Merah:2598pcs; Semen:1645sak; Pintu Kayu Solid:2895pcs; Kabel NYY 4x10:1332m,Batu Split
1621,Rumah_1621,Kabupaten Pangandaran,184,5,1,2019,1074711650,Semen Mortar MU-380:3310sak; Semen:897sak; Atap Baja Ringan:251m2; Plafon GRC:4686m2; Cat Eksterior Jotun:3782kg; Stop Kran Kuningan:2526pcs,Plafon GRC
1622,Rumah_1622,Kabupaten Sukabumi,344,1,3,2010,1889208614,Keramik Kamar Mandi:2413m2; Kayu:2771kg; Plafon GRC:4722m2; Pasir:2213m3; Kaca:2515m2,Genteng Beton
1623,Rumah_1623,Kabupaten Majalengka,243,4,3,2025,889911464,Semen:2376sak; Pipa PPR 1/2 inci:2332btg; Saklar + Stop Kontak Panasonic:2195set,Stop Kran Kuningan
1624,Rumah_1624,Kabupaten Tasikmalaya,149,6,2,2017,1012300571,Bata Ringan JUMA:967pcs; Waterproofing Coating:828kg; Plafon GRC:556m2,Saklar + Stop Kontak Panasonic
1625,Rumah_1625,Kota Cirebon,328,3,2,2018,811786346,Semen:98sak; Batu Bata Merah:4549pcs; Bata Ringan Walbric:3171pcs,Aluminium Kusen
1626,Rumah_1626,Kabupaten Sumedang,139,5,3,2008,1735675472,Batu Split:105m3; Besi WF 150:2872btg; Keramik Kamar Mandi:1734m2; Keramik 60x60 Polished:1529m2; Pipa PPR 1/2 inci:1521btg,Kawat Bendrat
1627,Rumah_1627,Kabupaten Purwakarta,128,2,3,2007,1994462584,Pasir:2012m3; Semen:995sak; Kabel NYM 2x1.5:302m; Batu Bata Merah:2143pcs; Batu Split:540m3; Bata Ringan JUMA:2590pcs,Besi Beton 19mm
1628,Rumah_1628,Kabupaten Bandung,319,4,1,2008,1054811060,Atap Baja Ringan:2764m2; Hollow Galvanis 4x4:821btg; Keramik Asia Tile:85m2; Waterproofing Coating:2556kg; Besi Beton 16mm:1831kg,Batu Bata Merah
1629,Rumah_1629,Kota Bekasi,297,2,2,2006,1427616736,Kabel NYY 4x10:3758m; Aluminium Kusen:2619m; Plafon Gypsum:661m2; Besi Beton 13mm:3629kg; Semen:2944sak; Keramik Kamar Mandi:4617m2,Pipa PVC Wavin 2 1/2
1630,Rumah_1630,Bandung Barat,187,5,2,2024,1320444906,Genteng Beton:911pcs; Besi Beton 13mm:332kg; Besi Beton 19mm:4506kg; Pipa PVC Wavin 3:4331btg,Kaca
1631,Rumah_1631,Kota Bogor,158,2,2,2019,812003467,Genteng Metal:744m2; Bata Ringan JUMA:4873pcs; Multipleks 18mm:2139lbr; Batu Split:4188m3; Pintu Kayu Solid:1662pcs,Pasir
1632,Rumah_1632,Kabupaten Ciamis,167,3,1,1997,1235223653,Besi Beton 16mm:825kg; Plafon GRC:1363m2; Kabel NYY 4x10:1677m; Pasir:4624m3,Triplek Meranti Campur
1633,Rumah_1633,Kabupaten Cianjur,145,6,1,2007,564565436,Multipleks 18mm:4152lbr; Besi Beton 13mm:2364kg; Kaca:1454m2; Aluminium Kusen:3423m; Cat Dinding Nobrand:2933kg,Semen Mortar MU-380
1634,Rumah_1634,Kabupaten Cirebon,156,4,1,1999,171019634,Pintu Kayu Solid:4959pcs; Besi Beton 16mm:1815kg; Hollow Galvanis 4x4:1618btg; Multipleks 18mm:2716lbr; Besi Beton 19mm:1125kg; Kawat Bendrat:4440kg,Keramik Kamar Mandi
1635,Rumah_1635,Kabupaten Garut,197,6,3,2006,1833659631,Cat Eksterior Jotun:2571kg; Besi Beton 19mm:2683kg; Cat Dinding Nobrand:1529kg; Kayu:474kg,Cat Eksterior Jotun
1636,Rumah_1636,Kabupaten Subang,160,3,2,2011,1576388522,Kaca:982m2; Genteng Beton:3488pcs; Pipa PVC Wavin 2 1/2:3220btg; Batu Split:636m3; Keramik 60x60 Polished:2648m2; Triplek Meranti Campur:1191lbr,Pipa PPR 1/2 inci
1637,Rumah_1637,Kabupaten Bandung Barat,214,6,2,2023,1467368443,Waterproofing Coating:3234kg; Genteng Metal:4000m2; Cat Eksterior Jotun:1761kg; Cat Dinding Dulux:3107kg; Plafon GRC:4799m2,Kabel NYY 4x10
1638,Rumah_1638,Kabupaten Bekasi,158,6,1,2006,678055768,Pipa PPR 1/2 inci:2620btg; Bata Ringan Walbric:4075pcs; Kayu:344kg; Batu Alam Andesit:4283m2; Besi Beton 19mm:2266kg,Multipleks 18mm
1639,Rumah_1639,Bandung Timur,34,2,1,2001,949520562,Granite Tile:3938m2; Keramik Asia Tile:2540m2; Batu Split:1489m3; Pipa PPR 1/2 inci:1598btg; Bata Ringan JUMA:962pcs,Waterproofing Coating
1640,Rumah_1640,Kabupaten Bogor,136,5,3,2015,115725234,Besi Beton 16mm:2628kg; Plafon GRC:4793m2; Bata Ringan JUMA:2853pcs; Saklar + Stop Kontak Panasonic:857set; Multipleks 18mm:659lbr; Besi WF 150:101btg,Besi Beton 16mm
1641,Rumah_1641,Kota Banjar,126,6,2,2002,973642640,Aluminium Kusen:4762m; Kabel NYY 4x10:4682m; Besi Beton 13mm:1479kg; Bata Ringan Walbric:1081pcs,Bata Ringan JUMA
1642,Rumah_1642,Kota Sukabumi,278,3,2,1996,440450253,Besi WF 150:4890btg; Plafon GRC:3611m2; Batu Bata Merah:4244pcs; Pipa PVC Wavin 2 1/2:3758btg,Kayu
1643,Rumah_1643,Kabupaten Kuningan,103,5,1,2018,1745577879,Atap Baja Ringan:4759m2; Keramik Kamar Mandi:2357m2; Besi WF 150:1422btg; Pipa PVC Wavin 2 1/2:4677btg,Keramik Asia Tile
1644,Rumah_1644,Kota Tasikmalaya,301,3,1,2014,809071045,Genteng Metal:2143m2; Keramik Asia Tile:1905m2; Cat Dinding Nobrand:698kg,Cat Dinding Nobrand
1645,Rumah_1645,Kabupaten Indramayu,226,6,2,2009,974979115,Hollow Galvanis 4x4:2306btg; Plafon Gypsum:2573m2; Besi Beton 19mm:4681kg; Batu Split:2569m3,Granite Tile
1646,Rumah_1646,Kota Cimahi,203,1,2,1997,1151498280,Saklar + Stop Kontak Panasonic:1564set; Kayu:1009kg; Batu Split:2472m3,Hollow Galvanis 4x4
1647,Rumah_1647,Kabupaten Karawang,195,2,2,2011,432680120,Cat Dinding Nobrand:280kg; Batu Bata Merah:231pcs; Pasir:3999m3; Keramik Asia Tile:4985m2; Waterproofing Coating:1771kg,Keramik 60x60 Polished
1648,Rumah_1648,Kota Bandung,93,4,2,2006,156995915,Pipa PPR 1/2 inci:4256btg; Pipa PVC Wavin 2 1/2:1836btg; Besi Beton 16mm:3421kg; Genteng Metal:4509m2; Keramik 60x60 Polished:2662m2,Plafon Gypsum
1649,Rumah_1649,Kota Depok,32,3,3,2002,659990730,Besi WF 150:3718btg; Granite Tile:3623m2; Kabel NYY 4x10:3430m; Cat Dinding Dulux:2786kg,Genteng Metal
1650,Rumah_1650,Kabupaten Pangandaran,298,6,2,2000,1710821080,Cat Dinding Dulux:1596kg; Cat Dinding Nobrand:4133kg; Saklar + Stop Kontak Panasonic:89set; Besi Beton 13mm:730kg; Pipa PVC Wavin 2 1/2:2618btg,Kabel NYM 2x1.5
1651,Rumah_1651,Kabupaten Sukabumi,73,4,2,2022,1689934740,Pipa PVC Wavin 2 1/2:2835btg; Besi Beton 13mm:4276kg; Pipa PPR 1/2 inci:4958btg; Batu Alam Andesit:1578m2; Triplek Meranti Campur:1197lbr; Semen Mortar MU-380:474sak,Batu Alam Andesit
1652,Rumah_1652,Kabupaten Majalengka,84,6,2,1996,1703610798,Pipa PPR 1/2 inci:3455btg; Genteng Beton:4966pcs; Cat Dinding Dulux:2253kg,Pintu Kayu Solid
1653,Rumah_1653,Kabupaten Tasikmalaya,253,1,2,1998,1870233460,Genteng Beton:4684pcs; Bata Ringan Walbric:1699pcs; Waterproofing Coating:4356kg,Besi Beton 13mm
1654,Rumah_1654,Kota Cirebon,235,1,3,2022,1714110217,Kayu:4580kg; Multipleks 18mm:4522lbr; Besi Beton 13mm:2393kg; Waterproofing Coating:1394kg; Batu Split:4106m3; Kaca:903m2,Bata Ringan Walbric
1655,Rumah_1655,Kabupaten Sumedang,280,3,2,2006,1560466843,Besi WF 150:2474btg; Cat Dinding Dulux:3635kg; Stop Kran Kuningan:1911pcs; Pipa PVC Wavin 2 1/2:312btg,Atap Baja Ringan
1656,Rumah_1656,Kabupaten Purwakarta,192,3,2,2007,1383036892,Batu Split:3751m3; Kaca:645m2; Pipa PVC Wavin 3:4039btg; Hollow Galvanis 4x4:2486btg,Pipa PVC Wavin 3
1657,Rumah_1657,Kabupaten Bandung,65,6,3,1999,1974388250,Semen Mortar MU-380:4433sak; Kaca:1591m2; Kawat Bendrat:3633kg,Cat Dinding Dulux
1658,Rumah_1658,Kota Bekasi,201,5,3,1997,347240213,Kabel NYM 2x1.5:2701m; Kabel NYY 4x10:4555m; Kaca:2402m2,Semen
1659,Rumah_1659,Bandung Barat,130,2,2,2005,1479103487,Batu Bata Merah:2081pcs; Bata Ringan Walbric:3492pcs; Kawat Bendrat:2487kg,Besi WF 150
1660,Rumah_1660,Kota Bogor,332,5,3,2006,996420520,Atap Baja Ringan:3433m2; Pipa PPR 1/2 inci:381btg; Cat Dinding Nobrand:2109kg,Batu Split
1661,Rumah_1661,Kabupaten Ciamis,131,5,1,1998,1841300796,Cat Dinding Nobrand:3510kg; Aluminium Kusen:1660m; Semen Mortar MU-380:4284sak; Kabel NYM 2x1.5:2914m; Batu Split:222m3,Plafon GRC
1662,Rumah_1662,Kabupaten Cianjur,104,2,3,2020,553854052,Atap Baja Ringan:4064m2; Triplek Meranti Campur:4028lbr; Genteng Metal:688m2,Genteng Beton
1663,Rumah_1663,Kabupaten Cirebon,112,1,1,2015,1395482048,Pipa PVC Wavin 2 1/2:3549btg; Cat Dinding Nobrand:2000kg; Saklar + Stop Kontak Panasonic:734set; Keramik 60x60 Polished:145m2; Bata Ringan JUMA:823pcs,Stop Kran Kuningan
1664,Rumah_1664,Kabupaten Garut,120,4,2,2019,1589179127,Plafon Gypsum:2765m2; Aluminium Kusen:90m; Pintu Kayu Solid:339pcs; Besi Beton 13mm:4442kg; Pipa PVC Wavin 3:4160btg; Cat Eksterior Jotun:1193kg,Saklar + Stop Kontak Panasonic
1665,Rumah_1665,Kabupaten Subang,69,6,2,2019,1817540911,Keramik Asia Tile:2420m2; Multipleks 18mm:2843lbr; Batu Bata Merah:533pcs; Aluminium Kusen:996m; Cat Eksterior Jotun:464kg; Bata Ringan JUMA:4761pcs,Aluminium Kusen
1666,Rumah_1666,Kabupaten Bandung Barat,330,2,2,2025,1594549561,Multipleks 18mm:1984lbr; Kawat Bendrat:3001kg; Pipa PPR 1/2 inci:3450btg; Pasir:2999m3; Semen Mortar MU-380:2763sak,Kawat Bendrat
1667,Rumah_1667,Kabupaten Bekasi,346,1,2,2013,1646918483,Besi Beton 16mm:3781kg; Bata Ringan Walbric:559pcs; Aluminium Kusen:4218m,Besi Beton 19mm
1668,Rumah_1668,Bandung Timur,298,6,3,2016,188649391,Pipa PVC Wavin 2 1/2:4682btg; Pintu Kayu Solid:3858pcs; Kaca:4106m2; Besi Beton 19mm:2255kg; Cat Eksterior Jotun:3704kg,Batu Bata Merah
1669,Rumah_1669,Kabupaten Bogor,53,3,1,1999,1812457813,Keramik Kamar Mandi:1151m2; Genteng Beton:405pcs; Batu Bata Merah:567pcs; Semen Mortar MU-380:4054sak; Keramik Asia Tile:4158m2,Pipa PVC Wavin 2 1/2
1670,Rumah_1670,Kota Banjar,145,1,2,2003,305715739,Stop Kran Kuningan:4070pcs; Pipa PPR 1/2 inci:208btg; Plafon Gypsum:3811m2; Besi Beton 13mm:1617kg; Saklar + Stop Kontak Panasonic:2545set,Kaca
1671,Rumah_1671,Kota Sukabumi,242,4,2,2016,1901008991,Plafon GRC:638m2; Granite Tile:4602m2; Cat Dinding Nobrand:752kg,Pasir
1672,Rumah_1672,Kabupaten Kuningan,181,6,3,2007,1138677379,Cat Eksterior Jotun:1367kg; Pasir:4732m3; Triplek Meranti Campur:2322lbr; Keramik 60x60 Polished:2528m2; Waterproofing Coating:2175kg,Triplek Meranti Campur
1673,Rumah_1673,Kota Tasikmalaya,275,4,3,2020,493081478,Kawat Bendrat:130kg; Aluminium Kusen:2164m; Pipa PPR 1/2 inci:2441btg; Batu Bata Merah:3986pcs,Semen Mortar MU-380
1674,Rumah_1674,Kabupaten Indramayu,117,3,2,2012,1792352200,Besi WF 150:4155btg; Kawat Bendrat:4434kg; Semen Mortar MU-380:3452sak,Keramik Kamar Mandi
1675,Rumah_1675,Kota Cimahi,144,3,3,2024,532498284,Kabel NYM 2x1.5:529m; Genteng Metal:1411m2; Pipa PVC Wavin 2 1/2:1315btg,Cat Eksterior Jotun
1676,Rumah_1676,Kabupaten Karawang,140,2,2,2019,1164860671,Stop Kran Kuningan:4245pcs; Kabel NYM 2x1.5:4852m; Multipleks 18mm:3659lbr; Kaca:4992m2; Keramik Asia Tile:4156m2,Pipa PPR 1/2 inci
1677,Rumah_1677,Kota Bandung,154,4,3,2019,1002276578,Pasir:4780m3; Besi Beton 16mm:1177kg; Batu Alam Andesit:4273m2; Hollow Galvanis 4x4:134btg,Kabel NYY 4x10
1678,Rumah_1678,Kota Depok,242,1,1,2021,943251055,Multipleks 18mm:3037lbr; Pasir:1197m3; Besi Beton 13mm:2669kg,Multipleks 18mm
1679,Rumah_1679,Kabupaten Pangandaran,198,1,3,2014,182721369,Besi WF 150:1073btg; Pipa PVC Wavin 3:1065btg; Kabel NYM 2x1.5:2755m; Stop Kran Kuningan:975pcs; Bata Ringan JUMA:4305pcs,Waterproofing Coating
1680,Rumah_1680,Kabupaten Sukabumi,42,3,1,2005,297177482,Keramik Kamar Mandi:3456m2; Aluminium Kusen:2531m; Cat Eksterior Jotun:3642kg; Stop Kran Kuningan:2484pcs; Triplek Meranti Campur:4141lbr; Besi WF 150:692btg,Besi Beton 16mm
1681,Rumah_1681,Kabupaten Majalengka,97,6,3,2000,1929198468,Bata Ringan JUMA:972pcs; Stop Kran Kuningan:4522pcs; Aluminium Kusen:96m,Bata Ringan JUMA
1682,Rumah_1682,Kabupaten Tasikmalaya,147,1,1,1999,1272280968,Keramik Kamar Mandi:892m2; Kabel NYM 2x1.5:3893m; Kawat Bendrat:2494kg,Kayu
1683,Rumah_1683,Kota Cirebon,100,3,2,2017,436032526,Kaca:3882m2; Keramik Asia Tile:4399m2; Waterproofing Coating:1795kg; Batu Alam Andesit:4006m2; Besi WF 150:2307btg; Bata Ringan JUMA:1418pcs,Keramik Asia Tile
1684,Rumah_1684,Kabupaten Sumedang,87,2,2,2002,1318338613,Kabel NYY 4x10:2354m; Kawat Bendrat:4950kg; Kaca:899m2; Pipa PPR 1/2 inci:1457btg; Batu Split:4757m3,Cat Dinding Nobrand
1685,Rumah_1685,Kabupaten Purwakarta,114,6,1,2003,686124523,Pipa PPR 1/2 inci:2170btg; Semen:2674sak; Atap Baja Ringan:1450m2; Kayu:3768kg,Granite Tile
1686,Rumah_1686,Kabupaten Bandung,47,2,2,1997,1080962085,Saklar + Stop Kontak Panasonic:2933set; Batu Split:2039m3; Multipleks 18mm:4692lbr; Kawat Bendrat:1809kg,Hollow Galvanis 4x4
1687,Rumah_1687,Kota Bekasi,346,6,3,2017,1609833821,Keramik Kamar Mandi:1321m2; Keramik 60x60 Polished:2619m2; Multipleks 18mm:4877lbr; Hollow Galvanis 4x4:1285btg; Genteng Metal:4507m2; Bata Ringan JUMA:815pcs,Keramik 60x60 Polished
1688,Rumah_1688,Bandung Barat,50,2,3,2012,1467164292,Semen:4240sak; Multipleks 18mm:4668lbr; Saklar + Stop Kontak Panasonic:506set; Kayu:582kg,Plafon Gypsum
1689,Rumah_1689,Kota Bogor,346,4,1,2014,1855748014,Kayu:525kg; Atap Baja Ringan:3103m2; Batu Bata Merah:1486pcs,Genteng Metal
1690,Rumah_1690,Kabupaten Ciamis,349,2,3,2010,549467833,Bata Ringan JUMA:3859pcs; Bata Ringan Walbric:3076pcs; Multipleks 18mm:3534lbr; Cat Eksterior Jotun:4678kg; Cat Dinding Nobrand:3284kg,Kabel NYM 2x1.5
1691,Rumah_1691,Kabupaten Cianjur,269,2,1,2016,1953187212,Pipa PVC Wavin 3:3251btg; Semen Mortar MU-380:2312sak; Batu Alam Andesit:2815m2; Kawat Bendrat:2640kg; Genteng Metal:4848m2,Batu Alam Andesit
1692,Rumah_1692,Kabupaten Cirebon,349,1,1,2004,1617296573,Plafon GRC:2704m2; Kabel NYM 2x1.5:2379m; Waterproofing Coating:1419kg; Pipa PVC Wavin 3:4297btg; Saklar + Stop Kontak Panasonic:1348set,Pintu Kayu Solid
1693,Rumah_1693,Kabupaten Garut,161,5,2,2018,352378840,Keramik Kamar Mandi:958m2; Besi WF 150:4918btg; Hollow Galvanis 4x4:4856btg; Cat Eksterior Jotun:503kg,Besi Beton 13mm
1694,Rumah_1694,Kabupaten Subang,65,6,2,2018,630297792,Multipleks 18mm:1500lbr; Granite Tile:2293m2; Pipa PVC Wavin 2 1/2:191btg; Genteng Metal:4791m2; Plafon GRC:1584m2,Bata Ringan Walbric
1695,Rumah_1695,Kabupaten Bandung Barat,317,5,1,1997,610332402,Besi WF 150:3108btg; Cat Dinding Dulux:3437kg; Bata Ringan JUMA:4963pcs; Keramik 60x60 Polished:2178m2; Plafon Gypsum:2662m2; Saklar + Stop Kontak Panasonic:583set,Atap Baja Ringan
1696,Rumah_1696,Kabupaten Bekasi,279,4,2,1996,144067206,Pipa PVC Wavin 2 1/2:871btg; Bata Ringan Walbric:2778pcs; Pipa PVC Wavin 3:4189btg; Multipleks 18mm:1074lbr; Batu Bata Merah:242pcs; Genteng Beton:600pcs,Pipa PVC Wavin 3
1697,Rumah_1697,Bandung Timur,138,5,2,2017,1479224003,Besi WF 150:3888btg; Atap Baja Ringan:4505m2; Pipa PVC Wavin 2 1/2:2489btg; Plafon GRC:4535m2; Pipa PVC Wavin 3:1512btg,Cat Dinding Dulux
1698,Rumah_1698,Kabupaten Bogor,135,5,1,2013,1050416708,Waterproofing Coating:2001kg; Aluminium Kusen:2786m; Besi Beton 19mm:1527kg; Pipa PVC Wavin 2 1/2:3808btg,Semen
1699,Rumah_1699,Kota Banjar,242,5,3,2024,810246223,Semen:4126sak; Waterproofing Coating:3424kg; Besi Beton 13mm:162kg; Besi Beton 16mm:746kg; Batu Alam Andesit:1173m2; Kabel NYY 4x10:179m,Besi WF 150
1700,Rumah_1700,Kota Sukabumi,149,2,2,2020,1957700109,Genteng Metal:348m2; Keramik Asia Tile:1668m2; Besi Beton 13mm:613kg; Keramik 60x60 Polished:3631m2,Batu Split
1701,Rumah_1701,Kabupaten Kuningan,109,5,1,2017,1020757341,Cat Dinding Nobrand:990kg; Genteng Metal:1608m2; Plafon GRC:2856m2; Besi WF 150:2066btg; Besi Beton 19mm:526kg; Hollow Galvanis 4x4:4004btg,Plafon GRC
1702,Rumah_1702,Kota Tasikmalaya,310,1,3,2003,1829005729,Cat Eksterior Jotun:885kg; Pipa PPR 1/2 inci:3958btg; Keramik 60x60 Polished:707m2; Kabel NYM 2x1.5:3579m,Genteng Beton
1703,Rumah_1703,Kabupaten Indramayu,152,2,3,2007,1898711166,Plafon GRC:1535m2; Genteng Metal:1022m2; Cat Dinding Dulux:1591kg; Bata Ringan Walbric:2490pcs; Stop Kran Kuningan:660pcs; Pipa PVC Wavin 2 1/2:3130btg,Stop Kran Kuningan
1704,Rumah_1704,Kota Cimahi,186,2,1,2018,1048661873,Batu Split:688m3; Aluminium Kusen:2740m; Cat Eksterior Jotun:3828kg,Saklar + Stop Kontak Panasonic
1705,Rumah_1705,Kabupaten Karawang,329,2,2,2024,505619465,Pipa PPR 1/2 inci:1165btg; Semen:478sak; Granite Tile:4690m2; Plafon GRC:4276m2,Aluminium Kusen
1706,Rumah_1706,Kota Bandung,67,5,3,2018,134538608,Keramik Kamar Mandi:1397m2; Bata Ringan JUMA:587pcs; Besi Beton 13mm:1919kg; Batu Bata Merah:4333pcs,Kawat Bendrat
1707,Rumah_1707,Kota Depok,60,2,3,1999,1925243262,Cat Dinding Nobrand:4850kg; Semen:3153sak; Cat Dinding Dulux:961kg; Genteng Metal:2032m2; Saklar + Stop Kontak Panasonic:2668set,Besi Beton 19mm
1708,Rumah_1708,Kabupaten Pangandaran,62,5,1,2023,416272912,Besi Beton 13mm:502kg; Batu Split:4961m3; Semen Mortar MU-380:4038sak; Saklar + Stop Kontak Panasonic:1086set,Batu Bata Merah
